address_name,full_name,id,name,purpose_name,rubrics,type,address.building_id,address.components,address.postcode,point.lat,point.lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address.landmark_name,address_comment,address.building_name,reviews.rating,reviews.review_count,reviews.recommendation_count,building_name,city
"3-й микрорайон, 21",,70000001032440809,"Larionov, гриль-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'additional', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",branch,4504235283174330,"[{'number': '21', 'street': '3-й микрорайон', 'type': 'street_number'}]",108819,55.597422,37.347435,3.8,16.0,24.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.7,42.0,55.0,,1 этаж,,,,,,Москва
"Радужная улица, 33",,70000001095082330,"Steklyashka, караоке бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,70030076151189939,"[{'number': '33', 'street': 'Радужная улица', 'street_id': '4504338361789398', 'type': 'street_number'}]",108813,55.587947,37.372896,4.4,3.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,3.0,4.0,,2 этаж,,,,,,Москва
"бульвар Веласкеса, 3 к3",,70000001104377180,"Разнос, рестобар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235325436100,"[{'number': '3 к3', 'street': 'бульвар Веласкеса', 'street_id': '70030076134567235', 'type': 'street_number'}]",108802,55.593526,37.457019,5.0,8.0,8.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,8.0,8.0,ЖК Испанские кварталы,,,,,,,Москва
"Магеллана проспект, 3",,70000001064032566,"Правильный, паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,70030076166060384,"[{'number': '3', 'street': 'Магеллана проспект', 'street_id': '70030076210004113', 'type': 'street_number'}]",108802,55.589757,37.446175,4.2,7.0,10.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,7.0,10.0,ЖК Испанские кварталы 2,1 этаж,,,,,,Москва
"Ясеневая улица, 5",,70000001042705975,"Мелодия, караоке-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'primary', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'additional', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",branch,4504235283111889,"[{'number': '5', 'street': 'Ясеневая улица', 'street_id': '4504338361763377', 'type': 'street_number'}]",108802,55.569069,37.441847,,,5.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,5.0,ЖК Дубровка,,,,,,,Москва
"Ратная улица, 16 к3",,4504128908735909,"Кот Ч, ресторан-клуб",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,4504235283012569,"[{'number': '16 к3', 'street': 'Ратная улица', 'street_id': '4504338361753184', 'type': 'street_number'}]",117628,55.577273,37.570867,3.9,29.0,34.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.9,29.0,34.0,,цокольный этаж,ТЦ Малой,,,,,Москва
"Новоясеневский проспект, 25а",,70000001031708832,"Samovar CraftBar, бар крафтового пива",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282578084,"[{'number': '25а', 'street': 'Новоясеневский проспект', 'street_id': '4504338361745895', 'type': 'street_number'}]",117593,55.602131,37.555259,4.2,15.0,19.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 1, 'review_count': 2, 'tag': 'flamp'}]",4.6,17.0,21.0,,1 этаж,,1.0,2.0,,,Москва
"Липецкая улица, 22",,70000001007494289,"Территория, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,4504235282604809,"[{'number': '22', 'street': 'Липецкая улица', 'street_id': '4504338361750308', 'type': 'street_number'}]",115404,55.593275,37.671862,4.1,75.0,84.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,185.0,202.0,,2 этаж,,,,,,Москва
"Бирюлёвская улица, 51 к1",,70000001069107757,"Beverly, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282618732,"[{'number': '51 к1', 'street': 'Бирюлёвская улица', 'street_id': '4504338361750314', 'type': 'street_number'}]",115372,55.582854,37.67165,4.2,24.0,27.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,24.0,27.0,,1 этаж,ТЦ W,,,,,Москва
"Дорожная улица, вл13",,70000001075623968,"MC Irish Pub, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,70030076222508177,"[{'number': 'вл13', 'street': 'Дорожная улица', 'street_id': '4504338361745439', 'type': 'street_number'}]",117535,55.597284,37.620488,4.8,3.0,10.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,3.0,10.0,,,,,,,,Москва
"Варшавское шоссе, 160",,70000001098616566,"Tantra lounge&bar, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'additional', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",branch,4504235283049914,"[{'number': '160', 'street': 'Варшавское шоссе', 'street_id': '4504338361745415', 'type': 'street_number'}]",117405,55.582801,37.595531,4.5,12.0,13.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.5,12.0,13.0,,3 этаж,ТЦ ГалереяАтлантис,,,,,Москва
"Бирюлёвская улица, 31а","Москва, Бирюлёвская улица, 31а",4504128908513787,"Шарманка, кафе-бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282624676,"[{'number': '31а', 'street': 'Бирюлёвская улица', 'street_id': '4504338361750314', 'type': 'street_number'}]",115404,55.591274,37.664628,2.3,18.0,22.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 1, 'review_count': 1, 'tag': 'flamp'}]",2.3,18.0,22.0,,,,5.0,1.0,1.0,,Москва
"Загорьевская улица, вл2/1",,70000001071451644,"Пилмэн, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,70030076177765589,"[{'number': 'вл2/1', 'street': 'Загорьевская улица', 'street_id': '4504338361750309', 'type': 'street_number'}]",115598,55.580807,37.67454,4.4,7.0,9.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,7.0,9.0,,1 этаж,,,,,,Москва
"Востряковский проезд, 23 к2 ст2","Москва, Востряковский проезд, 23 к2 ст2",4504127915429955,"Гинда, кафе-бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282620331,"[{'number': '23 к2 ст2', 'street': 'Востряковский проезд', 'street_id': '4504338361745507', 'type': 'street_number'}]",117403,55.575591,37.656162,1.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",1.0,1.0,1.0,,,,,,,,Москва
"Россошанская улица, 13 к1",,70000001082490167,"Пивотека 1, магазин пива",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'primary', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}, {'alias': 'sneki', 'id': '879', 'kind': 'additional', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}, {'alias': 'orekhi_semechki_sukhofrukty', 'id': '5843', 'kind': 'additional', 'name': 'Орехи, семечки, сухофрукты', 'parent_id': '14', 'short_id': 5843}]",branch,4504235282555460,"[{'number': '13 к1', 'street': 'Россошанская улица', 'street_id': '4504338361745496', 'type': 'street_number'}]",117535,55.595062,37.613386,,,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,1.0,,цокольный этаж,,,,,,Москва
"Елецкая улица, 35 к2а",,4504127918197131,"Орхан, кафе",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282677447,"[{'number': '35 к2а', 'street': 'Елецкая улица', 'street_id': '4504338361745612', 'type': 'street_number'}]",115583,55.602716,37.740606,3.3,8.0,9.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.3,8.0,9.0,,цокольный этаж,,,,,,Москва
"2-й квартал, ст17",,70000001026798618,"Corner, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235283024279,"[{'number': 'ст17', 'street': '2-й квартал', 'type': 'street_number'}]",140082,55.586626,37.900001,4.0,4.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.0,4.0,8.0,,1 этаж,,,,,,Москва
"микрорайон 4а, 5",,70000001062914005,Yellow green bar,,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,70030076150210725,"[{'number': '5', 'street': 'микрорайон 4а', 'type': 'street_number'}]",140082,55.587845,37.888089,5.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,1.0,ЖК Лыткарино Хит,1 этаж,,,,,,Москва
"улица Лётчика Ульянина, 5",,70000001057383991,"Рассольников, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235283171175,"[{'number': '5', 'street': 'улица Лётчика Ульянина', 'street_id': '4504338361812894', 'type': 'street_number'}]",108850,55.626059,37.308995,4.3,23.0,35.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,66.0,102.0,ЖК Солнцево парк,1 этаж,,,,,,Москва
"Внуково аэропорт, терминал А",,70000001066088774,"Жигули, ресторан-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282877879,"[{'number': 'терминал А', 'street': 'Внуково аэропорт', 'type': 'street_number'}]",119027,55.604174,37.284673,4.9,219.0,232.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,219.0,232.0,"Внуково, международный аэропорт",2 этаж,терминал А,,,,,Москва
"деревня Лапшинка, 8д",,70000001080407016,"Debrett, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,70030076186204645,"[{'number': '8д', 'street': 'деревня Лапшинка', 'type': 'street_number'}]",108811,55.610352,37.33766,4.7,22.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,22.0,26.0,ТЦ Vnukovo Outlet Village,1 этаж,,,,,,Москва
"2-я Рейсовая улица, 2",,70000001033571990,"Bar208, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235283005103,"[{'number': '2', 'street': '2-я Рейсовая улица', 'street_id': '4504338361764465', 'type': 'street_number'}]",119027,55.605942,37.290978,4.8,3.0,18.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,3.0,18.0,,1 этаж,Hilton Moscow-Vnukovo Airport,,,,,Москва
